date,total_ratings,overall_avg_total_ratings,30_day_avg_total_ratings,percentile_total_ratings,average_rating,overall_avg_rating,30_day_avg_rating,percentile_average_rating,unique_datasets,narrative_summary
2021-11-19,12,8.73,13.83,0.79,2.42,2.98,2.54,0.29,9,Yesterday was buzzing and the vibes were below average
2021-11-20,5,8.73,13.33,0.31,1.8,2.98,2.51,0.11,3,Yesterday was low-key and the vibes were not great
2021-11-21,8,8.73,13.4,0.56,1.88,2.98,2.48,0.12,8,Yesterday was getting there and the vibes were not great
2021-11-22,9,8.73,12.83,0.64,2.33,2.98,2.52,0.25,9,Yesterday was busy and the vibes were below average
2021-11-23,7,8.73,12.9,0.48,2.29,2.98,2.52,0.23,6,Yesterday was somewhat active and the vibes were below average
2021-11-24,9,8.73,12.47,0.64,2.89,2.98,2.54,0.45,9,Yesterday was busy and the vibes were about average
2021-11-25,11,8.73,12.3,0.75,3.55,2.98,2.55,0.72,10,Yesterday was buzzing and the vibes were great
2021-11-26,10,8.73,12.1,0.7,2.9,2.98,2.56,0.45,10,Yesterday was buzzing and the vibes were about average
2021-11-27,5,8.73,11.87,0.31,2.2,2.98,2.54,0.2,5,Yesterday was low-key and the vibes were below average
2021-11-28,3,8.73,11.3,0.14,3.67,2.98,2.61,0.77,3,Yesterday was very quiet and the vibes were great
2021-11-29,11,8.73,11.4,0.75,2.64,2.98,2.59,0.35,8,Yesterday was buzzing and the vibes were a bit off
2021-11-30,6,8.73,11.47,0.4,1.5,2.98,2.54,0.07,6,Yesterday was somewhat active and the vibes were rock bottom
2021-12-01,11,8.73,11.33,0.75,1.36,2.98,2.48,0.06,10,Yesterday was buzzing and the vibes were rock bottom
2021-12-02,9,8.73,10.4,0.64,2.89,2.98,2.44,0.45,9,Yesterday was busy and the vibes were about average
2021-12-03,6,8.73,10.17,0.4,1.0,2.98,2.38,0.02,6,Yesterday was somewhat active and the vibes were rock bottom
2021-12-04,7,8.73,9.7,0.48,2.71,2.98,2.41,0.38,7,Yesterday was somewhat active and the vibes were a bit off
2021-12-05,3,8.73,9.0,0.14,1.33,2.98,2.38,0.06,3,Yesterday was very quiet and the vibes were rock bottom
2021-12-06,29,8.73,9.87,0.99,1.52,2.98,2.36,0.07,8,Yesterday was off the charts and the vibes were rock bottom
2021-12-07,17,8.73,10.17,0.93,1.76,2.98,2.34,0.1,17,Yesterday was off the charts and the vibes were not great
2021-12-08,9,8.73,10.17,0.64,2.22,2.98,2.31,0.21,9,Yesterday was busy and the vibes were below average
2021-12-09,15,8.73,10.17,0.89,3.07,2.98,2.33,0.55,12,Yesterday was very lively and the vibes were decent
2021-12-10,8,8.73,9.83,0.56,1.62,2.98,2.31,0.08,7,Yesterday was getting there and the vibes were rock bottom
2021-12-11,3,8.73,9.83,0.14,2.67,2.98,2.32,0.36,3,Yesterday was very quiet and the vibes were a bit off
2021-12-12,6,8.73,9.7,0.4,2.33,2.98,2.32,0.25,6,Yesterday was somewhat active and the vibes were below average
2021-12-13,5,8.73,9.6,0.31,1.8,2.98,2.32,0.11,5,Yesterday was low-key and the vibes were not great
2021-12-14,8,8.73,9.57,0.56,2.0,2.98,2.3,0.15,8,Yesterday was getting there and the vibes were not great
2021-12-15,30,8.73,10.23,0.99,3.4,2.98,2.35,0.66,18,Yesterday was off the charts and the vibes were solid
2021-12-16,13,8.73,10.07,0.83,1.31,2.98,2.32,0.05,12,Yesterday was very lively and the vibes were rock bottom
2021-12-17,9,8.73,9.67,0.64,2.22,2.98,2.3,0.21,8,Yesterday was busy and the vibes were below average
2021-12-18,2,8.73,9.53,0.07,3.0,2.98,2.28,0.51,2,Yesterday was dead quiet and the vibes were decent
2021-12-19,2,8.73,9.2,0.07,3.0,2.98,2.3,0.51,2,Yesterday was dead quiet and the vibes were decent
2021-12-20,3,8.73,9.13,0.14,4.33,2.98,2.38,0.92,3,Yesterday was very quiet and the vibes were absolutely stellar
2021-12-21,6,8.73,9.07,0.4,2.67,2.98,2.41,0.36,6,Yesterday was somewhat active and the vibes were a bit off
2021-12-22,5,8.73,8.93,0.31,2.4,2.98,2.41,0.28,5,Yesterday was low-key and the vibes were below average
2021-12-23,3,8.73,8.8,0.14,3.67,2.98,2.45,0.77,3,Yesterday was very quiet and the vibes were great
2021-12-24,3,8.73,8.6,0.14,3.33,2.98,2.47,0.64,3,Yesterday was very quiet and the vibes were solid
2021-12-25,1,8.73,8.27,0.02,3.0,2.98,2.45,0.51,1,Yesterday was dead quiet and the vibes were decent
2021-12-26,3,8.73,8.03,0.14,2.33,2.98,2.43,0.25,3,Yesterday was very quiet and the vibes were below average
2021-12-27,1,8.73,7.9,0.02,4.0,2.98,2.49,0.86,1,Yesterday was dead quiet and the vibes were top notch
2021-12-28,6,8.73,8.0,0.4,2.33,2.98,2.45,0.25,6,Yesterday was somewhat active and the vibes were below average
2021-12-29,8,8.73,7.9,0.56,2.62,2.98,2.45,0.35,8,Yesterday was getting there and the vibes were a bit off
2021-12-30,6,8.73,7.9,0.4,3.0,2.98,2.5,0.51,6,Yesterday was somewhat active and the vibes were decent
2021-12-31,4,8.73,7.67,0.22,4.75,2.98,2.61,0.95,3,Yesterday was pretty quiet and the vibes were absolutely stellar
2022-01-01,3,8.73,7.47,0.14,3.67,2.98,2.64,0.77,3,Yesterday was very quiet and the vibes were great
2022-01-02,2,8.73,7.33,0.07,3.5,2.98,2.72,0.71,2,Yesterday was dead quiet and the vibes were great
2022-01-03,5,8.73,7.27,0.31,4.0,2.98,2.76,0.86,5,Yesterday was low-key and the vibes were top notch
2022-01-04,9,8.73,7.47,0.64,3.33,2.98,2.83,0.64,8,Yesterday was busy and the vibes were solid
2022-01-05,18,8.73,7.1,0.94,3.61,2.98,2.9,0.74,8,Yesterday was off the charts and the vibes were great
2022-01-06,15,8.73,7.03,0.89,2.27,2.98,2.92,0.22,11,Yesterday was very lively and the vibes were below average
2022-01-07,16,8.73,7.27,0.91,2.75,2.98,2.93,0.4,8,Yesterday was off the charts and the vibes were about average
2022-01-08,6,8.73,6.97,0.4,2.83,2.98,2.92,0.43,5,Yesterday was somewhat active and the vibes were about average
2022-01-09,3,8.73,6.8,0.14,3.0,2.98,2.97,0.51,3,Yesterday was very quiet and the vibes were decent
2022-01-10,14,8.73,7.17,0.86,3.43,2.98,3.0,0.68,12,Yesterday was very lively and the vibes were solid
2022-01-11,32,8.73,8.03,0.99,2.22,2.98,2.99,0.21,14,Yesterday was off the charts and the vibes were below average
2022-01-12,11,8.73,8.23,0.75,3.0,2.98,3.03,0.51,9,Yesterday was buzzing and the vibes were decent
2022-01-13,11,8.73,8.33,0.75,2.82,2.98,3.06,0.43,5,Yesterday was buzzing and the vibes were about average
2022-01-14,16,8.73,7.87,0.91,4.5,2.98,3.1,0.94,6,Yesterday was off the charts and the vibes were absolutely stellar
2022-01-15,16,8.73,7.97,0.91,4.31,2.98,3.2,0.91,9,Yesterday was off the charts and the vibes were absolutely stellar
2022-01-16,8,8.73,7.93,0.56,4.38,2.98,3.27,0.92,4,Yesterday was getting there and the vibes were absolutely stellar
2022-01-17,48,8.73,9.47,1.0,2.38,2.98,3.25,0.28,19,Yesterday was off the charts and the vibes were below average
2022-01-18,21,8.73,10.1,0.97,3.33,2.98,3.26,0.64,12,Yesterday was off the charts and the vibes were solid
2022-01-19,28,8.73,10.93,0.99,2.14,2.98,3.19,0.19,13,Yesterday was off the charts and the vibes were not great
2022-01-20,15,8.73,11.23,0.89,3.8,2.98,3.22,0.81,10,Yesterday was very lively and the vibes were top notch
2022-01-21,16,8.73,11.6,0.91,4.12,2.98,3.28,0.88,10,Yesterday was off the charts and the vibes were top notch
2022-01-22,5,8.73,11.67,0.31,5.0,2.98,3.32,0.98,2,Yesterday was low-key and the vibes were absolutely stellar
2022-01-23,8,8.73,11.83,0.56,4.12,2.98,3.35,0.88,5,Yesterday was getting there and the vibes were top notch
2022-01-24,15,8.73,12.3,0.89,2.0,2.98,3.32,0.15,13,Yesterday was very lively and the vibes were not great
2022-01-25,14,8.73,12.67,0.86,3.0,2.98,3.34,0.51,9,Yesterday was very lively and the vibes were decent
2022-01-26,21,8.73,13.33,0.97,3.19,2.98,3.31,0.59,14,Yesterday was off the charts and the vibes were decent
2022-01-27,8,8.73,13.4,0.56,1.75,2.98,3.29,0.1,7,Yesterday was getting there and the vibes were not great
2022-01-28,11,8.73,13.5,0.75,1.82,2.98,3.27,0.12,11,Yesterday was buzzing and the vibes were not great
2022-01-29,10,8.73,13.63,0.7,3.7,2.98,3.29,0.79,7,Yesterday was buzzing and the vibes were great
2022-01-30,5,8.73,13.67,0.31,3.6,2.98,3.25,0.73,3,Yesterday was low-key and the vibes were great
2022-01-31,25,8.73,14.4,0.98,2.96,2.98,3.23,0.46,17,Yesterday was off the charts and the vibes were about average
2022-02-01,22,8.73,15.07,0.97,3.32,2.98,3.22,0.63,13,Yesterday was off the charts and the vibes were solid
2022-02-02,18,8.73,15.5,0.94,3.67,2.98,3.21,0.77,13,Yesterday was off the charts and the vibes were great
2022-02-03,12,8.73,15.6,0.79,2.67,2.98,3.19,0.36,9,Yesterday was buzzing and the vibes were a bit off
2022-02-04,14,8.73,15.47,0.86,2.21,2.98,3.14,0.21,12,Yesterday was very lively and the vibes were below average
2022-02-05,10,8.73,15.3,0.7,2.6,2.98,3.15,0.34,8,Yesterday was buzzing and the vibes were a bit off
2022-02-06,7,8.73,15.0,0.48,4.0,2.98,3.2,0.86,5,Yesterday was somewhat active and the vibes were top notch
2022-02-07,10,8.73,15.13,0.7,1.8,2.98,3.16,0.11,9,Yesterday was buzzing and the vibes were not great
2022-02-08,9,8.73,15.33,0.64,2.78,2.98,3.15,0.41,8,Yesterday was busy and the vibes were about average
2022-02-09,8,8.73,15.13,0.56,2.88,2.98,3.14,0.44,7,Yesterday was getting there and the vibes were about average
2022-02-10,14,8.73,14.53,0.86,3.0,2.98,3.16,0.51,11,Yesterday was very lively and the vibes were decent
2022-02-11,12,8.73,14.57,0.79,2.33,2.98,3.14,0.25,9,Yesterday was buzzing and the vibes were below average
2022-02-12,10,8.73,14.53,0.7,2.8,2.98,3.14,0.42,9,Yesterday was buzzing and the vibes were about average
2022-02-13,9,8.73,14.3,0.64,4.11,2.98,3.13,0.88,6,Yesterday was busy and the vibes were top notch
2022-02-14,9,8.73,14.07,0.64,2.22,2.98,3.06,0.21,8,Yesterday was busy and the vibes were below average
2022-02-15,16,8.73,14.33,0.91,3.0,2.98,3.01,0.51,12,Yesterday was off the charts and the vibes were decent
2022-02-16,10,8.73,13.07,0.7,3.4,2.98,3.04,0.66,8,Yesterday was buzzing and the vibes were solid
2022-02-17,14,8.73,12.83,0.86,3.57,2.98,3.05,0.73,10,Yesterday was very lively and the vibes were great
2022-02-18,12,8.73,12.3,0.79,3.58,2.98,3.1,0.73,12,Yesterday was buzzing and the vibes were great
2022-02-19,4,8.73,11.93,0.22,1.0,2.98,3.01,0.02,4,Yesterday was pretty quiet and the vibes were rock bottom
2022-02-20,5,8.73,11.57,0.31,2.4,2.98,2.95,0.28,5,Yesterday was low-key and the vibes were below average
2022-02-21,6,8.73,11.6,0.4,3.33,2.98,2.89,0.64,4,Yesterday was somewhat active and the vibes were solid
2022-02-22,10,8.73,11.67,0.7,3.7,2.98,2.88,0.79,8,Yesterday was buzzing and the vibes were great
2022-02-23,9,8.73,11.47,0.64,3.67,2.98,2.94,0.77,6,Yesterday was busy and the vibes were great
2022-02-24,9,8.73,11.3,0.64,3.44,2.98,2.95,0.68,9,Yesterday was busy and the vibes were solid
2022-02-25,8,8.73,10.87,0.56,3.0,2.98,2.94,0.51,8,Yesterday was getting there and the vibes were decent
2022-02-26,6,8.73,10.8,0.4,3.67,2.98,3.01,0.77,4,Yesterday was somewhat active and the vibes were great
2022-02-27,16,8.73,10.97,0.91,3.19,2.98,3.05,0.59,11,Yesterday was off the charts and the vibes were decent
2022-02-28,4,8.73,10.77,0.22,3.0,2.98,3.03,0.51,4,Yesterday was pretty quiet and the vibes were decent
2022-03-01,19,8.73,11.23,0.95,4.16,2.98,3.05,0.89,9,Yesterday was off the charts and the vibes were top notch
2022-03-02,13,8.73,10.83,0.83,3.46,2.98,3.07,0.69,9,Yesterday was very lively and the vibes were solid
2022-03-03,21,8.73,10.8,0.97,3.81,2.98,3.08,0.82,16,Yesterday was off the charts and the vibes were top notch
2022-03-04,13,8.73,10.63,0.83,1.69,2.98,3.02,0.09,12,Yesterday was very lively and the vibes were rock bottom
2022-03-05,3,8.73,10.33,0.14,3.67,2.98,3.05,0.77,3,Yesterday was very quiet and the vibes were great
2022-03-06,2,8.73,9.93,0.07,3.0,2.98,3.08,0.51,2,Yesterday was dead quiet and the vibes were decent
2022-03-07,13,8.73,10.03,0.83,3.38,2.98,3.1,0.65,11,Yesterday was very lively and the vibes were solid
2022-03-08,11,8.73,10.17,0.75,3.09,2.98,3.07,0.56,10,Yesterday was buzzing and the vibes were decent
2022-03-09,16,8.73,10.37,0.91,2.5,2.98,3.09,0.31,14,Yesterday was off the charts and the vibes were a bit off
2022-03-10,18,8.73,10.67,0.94,3.89,2.98,3.13,0.84,15,Yesterday was off the charts and the vibes were top notch
2022-03-11,13,8.73,10.83,0.83,2.54,2.98,3.12,0.32,9,Yesterday was very lively and the vibes were a bit off
2022-03-12,6,8.73,10.57,0.4,4.5,2.98,3.17,0.94,6,Yesterday was somewhat active and the vibes were absolutely stellar
2022-03-13,3,8.73,10.27,0.14,1.0,2.98,3.13,0.02,3,Yesterday was very quiet and the vibes were rock bottom
2022-03-14,21,8.73,10.63,0.97,2.38,2.98,3.11,0.28,8,Yesterday was off the charts and the vibes were below average
2022-03-15,14,8.73,10.8,0.86,3.0,2.98,3.07,0.51,11,Yesterday was very lively and the vibes were decent
2022-03-16,16,8.73,11.03,0.91,2.81,2.98,3.09,0.42,13,Yesterday was off the charts and the vibes were about average
2022-03-17,8,8.73,10.77,0.56,2.5,2.98,3.08,0.31,7,Yesterday was getting there and the vibes were a bit off
2022-03-18,10,8.73,10.77,0.7,3.6,2.98,3.08,0.73,7,Yesterday was buzzing and the vibes were great
2022-03-19,9,8.73,10.6,0.64,2.33,2.98,3.04,0.25,9,Yesterday was busy and the vibes were below average
2022-03-20,4,8.73,10.33,0.22,5.0,2.98,3.09,0.98,3,Yesterday was pretty quiet and the vibes were absolutely stellar
2022-03-21,9,8.73,10.5,0.64,3.33,2.98,3.17,0.64,9,Yesterday was busy and the vibes were solid
2022-03-22,14,8.73,10.8,0.86,4.0,2.98,3.22,0.86,8,Yesterday was very lively and the vibes were top notch
2022-03-23,2,8.73,10.67,0.07,3.0,2.98,3.21,0.51,2,Yesterday was dead quiet and the vibes were decent
2022-03-24,30,8.73,11.33,0.99,3.53,2.98,3.2,0.72,25,Yesterday was off the charts and the vibes were great
2022-03-25,8,8.73,11.3,0.56,2.75,2.98,3.17,0.4,8,Yesterday was getting there and the vibes were about average
2022-03-26,2,8.73,11.07,0.07,5.0,2.98,3.23,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2022-03-27,5,8.73,10.97,0.31,4.2,2.98,3.27,0.89,4,Yesterday was low-key and the vibes were top notch
2022-03-28,8,8.73,11.03,0.56,4.0,2.98,3.28,0.86,7,Yesterday was getting there and the vibes were top notch
2022-03-29,12,8.73,10.9,0.79,2.92,2.98,3.27,0.46,10,Yesterday was buzzing and the vibes were about average
2022-03-30,5,8.73,10.93,0.31,4.0,2.98,3.3,0.86,5,Yesterday was low-key and the vibes were top notch
2022-03-31,19,8.73,10.93,0.95,3.32,2.98,3.27,0.63,11,Yesterday was off the charts and the vibes were solid
2022-04-01,5,8.73,10.67,0.31,5.0,2.98,3.32,0.98,5,Yesterday was low-key and the vibes were absolutely stellar
2022-04-02,6,8.73,10.17,0.4,1.67,2.98,3.25,0.09,6,Yesterday was somewhat active and the vibes were rock bottom
2022-04-03,2,8.73,9.8,0.07,1.0,2.98,3.23,0.02,2,Yesterday was dead quiet and the vibes were rock bottom
2022-04-04,6,8.73,9.9,0.4,2.0,2.98,3.17,0.15,5,Yesterday was somewhat active and the vibes were not great
2022-04-05,12,8.73,10.23,0.79,2.83,2.98,3.17,0.43,12,Yesterday was buzzing and the vibes were about average
2022-04-06,12,8.73,10.2,0.79,2.75,2.98,3.15,0.4,10,Yesterday was buzzing and the vibes were about average
2022-04-07,15,8.73,10.33,0.89,3.2,2.98,3.15,0.59,13,Yesterday was very lively and the vibes were decent
2022-04-08,13,8.73,10.23,0.83,2.69,2.98,3.16,0.37,10,Yesterday was very lively and the vibes were a bit off
2022-04-09,4,8.73,9.77,0.22,2.75,2.98,3.12,0.4,4,Yesterday was pretty quiet and the vibes were about average
2022-04-10,11,8.73,9.7,0.75,2.91,2.98,3.13,0.46,8,Yesterday was buzzing and the vibes were about average
2022-04-11,2,8.73,9.57,0.07,1.0,2.98,3.02,0.02,1,Yesterday was dead quiet and the vibes were rock bottom
2022-04-12,9,8.73,9.77,0.64,3.78,2.98,3.11,0.81,9,Yesterday was busy and the vibes were top notch
2022-04-13,10,8.73,9.4,0.7,3.5,2.98,3.15,0.71,10,Yesterday was buzzing and the vibes were great
2022-04-14,9,8.73,9.23,0.64,1.89,2.98,3.11,0.13,8,Yesterday was busy and the vibes were not great
2022-04-15,8,8.73,8.97,0.56,3.5,2.98,3.13,0.71,7,Yesterday was getting there and the vibes were great
2022-04-16,2,8.73,8.77,0.07,3.0,2.98,3.15,0.51,2,Yesterday was dead quiet and the vibes were decent
2022-04-17,4,8.73,8.57,0.22,1.0,2.98,3.06,0.02,4,Yesterday was pretty quiet and the vibes were rock bottom
2022-04-18,10,8.73,8.6,0.7,3.8,2.98,3.11,0.81,8,Yesterday was buzzing and the vibes were top notch
2022-04-19,12,8.73,8.87,0.79,3.25,2.98,3.05,0.61,8,Yesterday was buzzing and the vibes were solid
2022-04-20,14,8.73,9.03,0.86,2.29,2.98,3.02,0.23,10,Yesterday was very lively and the vibes were below average
2022-04-21,10,8.73,8.9,0.7,3.6,2.98,3.0,0.73,7,Yesterday was buzzing and the vibes were great
2022-04-22,14,8.73,9.3,0.86,3.86,2.98,3.03,0.83,9,Yesterday was very lively and the vibes were top notch
2022-04-23,5,8.73,8.47,0.31,3.4,2.98,3.03,0.66,5,Yesterday was low-key and the vibes were solid
2022-04-24,16,8.73,8.73,0.91,1.56,2.98,2.99,0.07,6,Yesterday was off the charts and the vibes were rock bottom
2022-04-25,6,8.73,8.87,0.4,2.83,2.98,2.92,0.43,6,Yesterday was somewhat active and the vibes were about average
2022-04-26,12,8.73,9.1,0.79,3.33,2.98,2.89,0.64,11,Yesterday was buzzing and the vibes were solid
2022-04-27,7,8.73,9.07,0.48,2.14,2.98,2.83,0.19,7,Yesterday was somewhat active and the vibes were not great
2022-04-28,7,8.73,8.9,0.48,2.86,2.98,2.82,0.44,7,Yesterday was somewhat active and the vibes were about average
2022-04-29,9,8.73,9.03,0.64,3.67,2.98,2.81,0.77,7,Yesterday was busy and the vibes were great
2022-04-30,1,8.73,8.43,0.02,5.0,2.98,2.87,0.98,1,Yesterday was dead quiet and the vibes were absolutely stellar
2022-05-01,4,8.73,8.4,0.22,4.0,2.98,2.84,0.86,4,Yesterday was pretty quiet and the vibes were top notch
2022-05-02,3,8.73,8.3,0.14,1.0,2.98,2.81,0.02,3,Yesterday was very quiet and the vibes were rock bottom
2022-05-03,13,8.73,8.67,0.83,3.77,2.98,2.91,0.81,10,Yesterday was very lively and the vibes were top notch
2022-05-04,13,8.73,8.9,0.83,3.46,2.98,2.95,0.69,12,Yesterday was very lively and the vibes were solid
2022-05-05,6,8.73,8.7,0.4,3.67,2.98,2.98,0.77,6,Yesterday was somewhat active and the vibes were great
2022-05-06,13,8.73,8.73,0.83,2.92,2.98,2.99,0.46,9,Yesterday was very lively and the vibes were about average
2022-05-07,5,8.73,8.4,0.31,3.4,2.98,2.99,0.66,5,Yesterday was low-key and the vibes were solid
2022-05-08,3,8.73,8.07,0.14,3.67,2.98,3.03,0.77,3,Yesterday was very quiet and the vibes were great
2022-05-09,6,8.73,8.13,0.4,2.33,2.98,3.01,0.25,5,Yesterday was somewhat active and the vibes were below average
2022-05-10,13,8.73,8.2,0.83,4.0,2.98,3.05,0.86,10,Yesterday was very lively and the vibes were top notch
2022-05-11,5,8.73,8.3,0.31,1.8,2.98,3.08,0.11,4,Yesterday was low-key and the vibes were not great
2022-05-12,13,8.73,8.43,0.83,3.54,2.98,3.07,0.72,12,Yesterday was very lively and the vibes were great
2022-05-13,12,8.73,8.5,0.79,3.5,2.98,3.07,0.71,11,Yesterday was buzzing and the vibes were great
2022-05-14,2,8.73,8.27,0.07,3.0,2.98,3.1,0.51,2,Yesterday was dead quiet and the vibes were decent
2022-05-15,3,8.73,8.1,0.14,2.33,2.98,3.07,0.25,3,Yesterday was very quiet and the vibes were below average
2022-05-16,9,8.73,8.33,0.64,4.22,2.98,3.11,0.9,7,Yesterday was busy and the vibes were absolutely stellar
2022-05-17,17,8.73,8.77,0.93,4.18,2.98,3.21,0.89,12,Yesterday was off the charts and the vibes were top notch
2022-05-18,6,8.73,8.63,0.4,2.33,2.98,3.16,0.25,6,Yesterday was somewhat active and the vibes were below average
2022-05-19,11,8.73,8.6,0.75,3.45,2.98,3.17,0.69,8,Yesterday was buzzing and the vibes were solid
2022-05-20,18,8.73,8.73,0.94,3.17,2.98,3.2,0.58,16,Yesterday was off the charts and the vibes were decent
2022-05-21,3,8.73,8.5,0.14,1.33,2.98,3.12,0.06,3,Yesterday was very quiet and the vibes were rock bottom
2022-05-22,6,8.73,8.23,0.4,3.67,2.98,3.12,0.77,5,Yesterday was somewhat active and the vibes were great
2022-05-23,3,8.73,8.17,0.14,2.33,2.98,3.08,0.25,3,Yesterday was very quiet and the vibes were below average
2022-05-24,17,8.73,8.2,0.93,4.47,2.98,3.18,0.93,5,Yesterday was off the charts and the vibes were absolutely stellar
2022-05-25,7,8.73,8.23,0.48,3.14,2.98,3.19,0.57,5,Yesterday was somewhat active and the vibes were decent
2022-05-26,10,8.73,8.17,0.7,3.4,2.98,3.19,0.66,9,Yesterday was buzzing and the vibes were solid
2022-05-27,10,8.73,8.27,0.7,2.7,2.98,3.21,0.38,8,Yesterday was buzzing and the vibes were a bit off
2022-05-28,1,8.73,8.07,0.02,1.0,2.98,3.15,0.02,1,Yesterday was dead quiet and the vibes were rock bottom
2022-05-29,1,8.73,7.8,0.02,5.0,2.98,3.19,0.98,1,Yesterday was dead quiet and the vibes were absolutely stellar
2022-05-30,7,8.73,8.0,0.48,3.14,2.98,3.13,0.57,6,Yesterday was somewhat active and the vibes were decent
2022-05-31,11,8.73,8.23,0.75,2.73,2.98,3.09,0.39,10,Yesterday was buzzing and the vibes were a bit off
2022-06-01,7,8.73,8.37,0.48,3.57,2.98,3.17,0.73,7,Yesterday was somewhat active and the vibes were great
2022-06-02,6,8.73,8.13,0.4,3.17,2.98,3.15,0.58,6,Yesterday was somewhat active and the vibes were decent
2022-06-03,4,8.73,7.83,0.22,3.0,2.98,3.14,0.51,4,Yesterday was pretty quiet and the vibes were decent
2022-06-04,8,8.73,7.9,0.56,3.62,2.98,3.14,0.74,7,Yesterday was getting there and the vibes were great
2022-06-05,4,8.73,7.6,0.22,3.75,2.98,3.16,0.8,4,Yesterday was pretty quiet and the vibes were top notch
2022-06-06,8,8.73,7.7,0.56,3.0,2.98,3.15,0.51,6,Yesterday was getting there and the vibes were decent
2022-06-07,12,8.73,8.0,0.79,2.17,2.98,3.1,0.2,10,Yesterday was buzzing and the vibes were below average
2022-06-08,12,8.73,8.2,0.79,3.67,2.98,3.15,0.77,11,Yesterday was buzzing and the vibes were great
2022-06-09,8,8.73,8.03,0.56,4.25,2.98,3.15,0.9,6,Yesterday was getting there and the vibes were absolutely stellar
2022-06-10,8,8.73,8.13,0.56,3.12,2.98,3.2,0.57,8,Yesterday was getting there and the vibes were decent
2022-06-11,6,8.73,7.9,0.4,2.33,2.98,3.16,0.25,6,Yesterday was somewhat active and the vibes were below average
2022-06-12,4,8.73,7.63,0.22,3.25,2.98,3.15,0.61,4,Yesterday was pretty quiet and the vibes were solid
2022-06-13,5,8.73,7.73,0.31,2.0,2.98,3.12,0.15,5,Yesterday was low-key and the vibes were not great
2022-06-14,10,8.73,7.97,0.7,2.7,2.98,3.13,0.38,9,Yesterday was buzzing and the vibes were a bit off
2022-06-15,16,8.73,8.2,0.91,3.06,2.98,3.09,0.55,12,Yesterday was off the charts and the vibes were decent
2022-06-16,1,8.73,7.67,0.02,5.0,2.98,3.12,0.98,1,Yesterday was dead quiet and the vibes were absolutely stellar
2022-06-18,4,8.73,7.6,0.22,3.0,2.98,3.14,0.51,4,Yesterday was pretty quiet and the vibes were decent
2022-06-19,2,8.73,7.3,0.07,4.0,2.98,3.16,0.86,2,Yesterday was dead quiet and the vibes were top notch
2022-06-20,4,8.73,6.83,0.22,1.25,2.98,3.09,0.05,4,Yesterday was pretty quiet and the vibes were rock bottom
2022-06-21,6,8.73,6.93,0.4,2.83,2.98,3.14,0.43,5,Yesterday was somewhat active and the vibes were about average
2022-06-22,8,8.73,7.0,0.56,3.12,2.98,3.13,0.57,8,Yesterday was getting there and the vibes were decent
2022-06-23,6,8.73,7.1,0.4,2.17,2.98,3.12,0.2,5,Yesterday was somewhat active and the vibes were below average
2022-06-24,11,8.73,6.9,0.75,4.27,2.98,3.11,0.91,9,Yesterday was buzzing and the vibes were absolutely stellar
2022-06-25,3,8.73,6.77,0.14,3.67,2.98,3.13,0.77,3,Yesterday was very quiet and the vibes were great
2022-06-26,4,8.73,6.57,0.22,4.25,2.98,3.16,0.9,4,Yesterday was pretty quiet and the vibes were absolutely stellar
2022-06-27,9,8.73,6.53,0.64,2.22,2.98,3.14,0.21,8,Yesterday was busy and the vibes were below average
2022-06-28,11,8.73,6.87,0.75,1.91,2.98,3.17,0.13,11,Yesterday was buzzing and the vibes were not great
2022-06-29,7,8.73,7.07,0.48,1.57,2.98,3.06,0.07,6,Yesterday was somewhat active and the vibes were rock bottom
2022-06-30,10,8.73,7.17,0.7,1.8,2.98,3.02,0.11,9,Yesterday was buzzing and the vibes were not great
2022-07-01,2,8.73,6.87,0.07,3.0,2.98,3.02,0.51,2,Yesterday was dead quiet and the vibes were decent
2022-07-02,4,8.73,6.77,0.22,3.0,2.98,3.01,0.51,3,Yesterday was pretty quiet and the vibes were decent
2022-07-03,3,8.73,6.67,0.14,2.33,2.98,2.98,0.25,3,Yesterday was very quiet and the vibes were below average
2022-07-04,11,8.73,6.9,0.75,2.27,2.98,2.95,0.22,11,Yesterday was buzzing and the vibes were below average
2022-07-05,8,8.73,6.9,0.56,4.25,2.98,2.97,0.9,8,Yesterday was getting there and the vibes were absolutely stellar
2022-07-06,8,8.73,7.03,0.56,2.88,2.98,2.94,0.44,8,Yesterday was getting there and the vibes were about average
2022-07-07,8,8.73,7.03,0.56,3.88,2.98,2.97,0.84,5,Yesterday was getting there and the vibes were top notch
2022-07-08,8,8.73,6.9,0.56,2.5,2.98,2.98,0.31,8,Yesterday was getting there and the vibes were a bit off
2022-07-09,2,8.73,6.57,0.07,1.0,2.98,2.9,0.02,2,Yesterday was dead quiet and the vibes were rock bottom
2022-07-10,3,8.73,6.4,0.14,3.67,2.98,2.88,0.77,3,Yesterday was very quiet and the vibes were great
2022-07-11,6,8.73,6.33,0.4,1.33,2.98,2.82,0.06,6,Yesterday was somewhat active and the vibes were rock bottom
2022-07-12,6,8.73,6.33,0.4,3.5,2.98,2.86,0.71,6,Yesterday was somewhat active and the vibes were great
2022-07-13,6,8.73,6.4,0.4,5.0,2.98,2.91,0.98,2,Yesterday was somewhat active and the vibes were absolutely stellar
